"paper_id","cs_m1","n_experts_m1","first_expert_date_m1","last_expert_date_m1","cs_m2","n_experts_m2","first_expert_date_m2","last_expert_date_m2","cs_m3","n_experts_m3","first_expert_date_m3","last_expert_date_m3","cs_m4","n_experts_m4","first_expert_date_m4","last_expert_date_m4","cs_m5","n_experts_m5","first_expert_date_m5","last_expert_date_m5","cs_m6","n_experts_m6","first_expert_date_m6","last_expert_date_m6","cs_m7","n_experts_m7","first_expert_date_m7","last_expert_date_m7","cs_m8","n_experts_m8","first_expert_date_m8","last_expert_date_m8","cs_m9","n_experts_m9","first_expert_date_m9","last_expert_date_m9","cs_m10","n_experts_m10","first_expert_date_m10","last_expert_date_m10","cs_m11","n_experts_m11","first_expert_date_m11","last_expert_date_m11","cs_m12","n_experts_m12","first_expert_date_m12","last_expert_date_m12"
"3ww7",0.55,10,"2020-05-27","2020-06-21",0.519788089118966,10,"2020-05-27","2020-06-21",0.385470462024992,10,"2020-05-27","2020-06-21",0.418,25,"2020-06-01","2020-06-08",0.233237522224065,25,"2020-06-01","2020-06-08",0.444,25,"2020-06-01","2020-06-08",0.474407922090779,25,"2020-06-01","2020-06-08",0.3380941802875,10,"2020-05-27","2020-06-21",0.606,25,"2020-06-01","2020-06-08",0.30638087917549,10,"2020-05-27","2020-06-21",0.5484,25,"2020-06-01","2020-06-08",0.4,0,NA,NA
"3z7W",0.42000002,6,"2019-11-27","2019-12-22",0.402297114328819,6,"2019-11-27","2019-12-22",0.365549776707791,6,"2019-11-27","2019-12-22",0.298,13,"2019-12-03","2019-12-08",0.309569692861289,13,"2019-12-03","2019-12-08",0.298,13,"2019-12-03","2019-12-08",0.347586829972817,13,"2019-12-03","2019-12-08",0.346104062812726,6,"2019-11-27","2019-12-22",0.446,13,"2019-12-03","2019-12-08",0.331209134605786,6,"2019-11-27","2019-12-22",0.473076923076923,13,"2019-12-03","2019-12-08",0.3,0,NA,NA
"3zNd",0.39999998,5,"2019-11-01","2019-11-24",0.44171910643332,5,"2019-11-01","2019-11-24",0.403803592482379,5,"2019-11-01","2019-11-24",0.41,12,"2019-11-04","2019-11-10",0.423296045872959,12,"2019-11-04","2019-11-10",0.41,12,"2019-11-04","2019-11-10",0.422840477497884,12,"2019-11-04","2019-11-10",0.346104062812726,5,"2019-11-01","2019-11-24",0.458,12,"2019-11-04","2019-11-10",0.425613134287357,5,"2019-11-01","2019-11-24",0.544166666666667,12,"2019-11-04","2019-11-10",0.3,0,NA,NA
"3zRW",0.30999997,9,"2019-10-04","2019-10-27",0.23717560765505,9,"2019-10-04","2019-10-27",0.228219570836455,9,"2019-10-04","2019-10-27",0.264,16,"2019-10-07","2019-10-13",0.338367622488049,16,"2019-10-07","2019-10-13",0.264,16,"2019-10-07","2019-10-13",0.259944353173701,16,"2019-10-07","2019-10-13",0.312977186594912,9,"2019-10-04","2019-10-27",0.326,16,"2019-10-07","2019-10-13",0.258783458258668,9,"2019-10-04","2019-10-27",0.358666666666667,16,"2019-10-07","2019-10-13",0.3,0,NA,NA
"3zya",0.37,5,"2019-11-01","2019-11-20",0.382792809461438,5,"2019-11-01","2019-11-20",0.35636049004393,5,"2019-11-01","2019-11-20",0.576,12,"2019-11-05","2019-11-10",0.509305133094284,12,"2019-11-05","2019-11-10",0.576,12,"2019-11-05","2019-11-10",0.437623558362532,12,"2019-11-05","2019-11-10",0.384764883139738,5,"2019-11-01","2019-11-20",0.564,12,"2019-11-05","2019-11-10",0.437507960593176,5,"2019-11-01","2019-11-20",0.544166666666667,12,"2019-11-05","2019-11-10",0.4,0,NA,NA
"41Ew",0.33,7,"2019-10-04","2019-10-27",0.326079226172589,7,"2019-10-04","2019-10-27",0.309520873214138,7,"2019-10-04","2019-10-27",0.282,12,"2019-10-07","2019-10-13",0.357239643401448,12,"2019-10-07","2019-10-13",0.342,12,"2019-10-07","2019-10-13",0.376097386977189,12,"2019-10-07","2019-10-13",0.26140314287632,7,"2019-10-04","2019-10-27",0.438,12,"2019-10-07","2019-10-13",0.321822107558431,7,"2019-10-04","2019-10-27",0.4075,12,"2019-10-07","2019-10-13",0.3,0,NA,NA
"41rN",0.33000004,34,"2019-09-08","2019-10-02",0.521989492741155,34,"2019-09-08","2019-10-02",0.476674902960688,34,"2019-09-08","2019-10-02",0.334,8,"2019-09-10","2019-09-15",0.425824648003706,8,"2019-09-10","2019-09-15",0.294,8,"2019-09-10","2019-09-15",0.154408034534402,8,"2019-09-10","2019-09-15",0.420455588878816,34,"2019-09-08","2019-10-02",0.386,8,"2019-09-10","2019-09-15",0.454011533594763,34,"2019-09-08","2019-10-02",0.332857142857143,8,"2019-09-10","2019-09-15",0.3,0,NA,NA
"41wO",0.84999996,17,"2019-10-04","2019-10-23",0.849291148333186,17,"2019-10-04","2019-10-23",0.898324039476844,17,"2019-10-04","2019-10-23",0.86,11,"2019-10-07","2019-10-13",0.930691537864952,11,"2019-10-07","2019-10-13",0.86,11,"2019-10-07","2019-10-13",0.780878999201491,11,"2019-10-07","2019-10-13",0.865081333524321,17,"2019-10-04","2019-10-23",0.764,11,"2019-10-07","2019-10-13",0.895020247738698,17,"2019-10-04","2019-10-23",0.762,11,"2019-10-07","2019-10-13",0.8,0,NA,NA
"421B",0.56,10,"2019-11-01","2019-11-22",0.574876474282753,10,"2019-11-01","2019-11-22",0.666235265807767,10,"2019-11-01","2019-11-22",0.858,10,"2019-11-04","2019-11-10",0.776227177158347,10,"2019-11-04","2019-11-10",0.782,10,"2019-11-04","2019-11-10",0.780275699148181,10,"2019-11-04","2019-11-10",0.764152375762253,10,"2019-11-01","2019-11-22",0.676,10,"2019-11-04","2019-11-10",0.774158583687107,10,"2019-11-01","2019-11-22",0.701,10,"2019-11-04","2019-11-10",0.8,0,NA,NA
"485B",0.13,18,"2020-05-01","2020-05-19",0.132820677078079,18,"2020-05-01","2020-05-19",0.113687534667489,18,"2020-05-01","2020-05-19",0.23,34,"2020-05-04","2020-05-11",0.22240905495967,34,"2020-05-04","2020-05-11",0.282,34,"2020-05-04","2020-05-11",0.315759890715909,34,"2020-05-04","2020-05-11",0.257689749335535,18,"2020-05-01","2020-05-19",0.474,34,"2020-05-04","2020-05-11",0.188426179805457,18,"2020-05-01","2020-05-19",0.433529411764706,34,"2020-05-04","2020-05-11",0.3,0,NA,NA
"48bB",0.2,8,"2019-10-04","2019-10-27",0.213319690806797,8,"2019-10-04","2019-10-27",0.188700068255096,8,"2019-10-04","2019-10-27",0.594,13,"2019-10-07","2019-10-13",0.53818491729114,13,"2019-10-07","2019-10-13",0.594,13,"2019-10-07","2019-10-13",0.579357421349193,13,"2019-10-07","2019-10-13",0.367648453805104,8,"2019-10-04","2019-10-27",0.6,13,"2019-10-07","2019-10-13",0.372878517853541,8,"2019-10-04","2019-10-27",0.590769230769231,13,"2019-10-07","2019-10-13",0.4,0,NA,NA
"48Jv",0.87,14,"2020-05-01","2020-05-19",0.867159087803267,14,"2020-05-01","2020-05-19",0.909530628900023,14,"2020-05-01","2020-05-19",0.748,34,"2020-05-04","2020-05-11",0.714155582145924,34,"2020-05-04","2020-05-11",0.694,34,"2020-05-04","2020-05-11",0.666275245294675,34,"2020-05-04","2020-05-11",0.774282775640728,14,"2020-05-01","2020-05-19",0.722,34,"2020-05-04","2020-05-11",0.838122933618167,14,"2020-05-01","2020-05-19",0.658823529411765,34,"2020-05-04","2020-05-11",0.8,0,NA,NA
"48pN",0.71,10,"2019-09-08","2019-10-02",0.70518249553704,10,"2019-09-08","2019-10-02",0.740163970628836,10,"2019-09-08","2019-10-02",0.744,10,"2019-09-09","2019-09-15",0.716707459548155,10,"2019-09-09","2019-09-15",0.744,10,"2019-09-09","2019-09-15",0.736604507314769,10,"2019-09-09","2019-09-15",0.784680237634322,10,"2019-09-08","2019-10-02",0.714,10,"2019-09-09","2019-09-15",0.744333939541843,10,"2019-09-08","2019-10-02",0.759,10,"2019-09-09","2019-09-15",0.8,0,NA,NA
"49ww",0.36,17,"2020-06-20","2020-07-18",0.394723313377338,17,"2020-06-20","2020-07-18",0.357316605630827,17,"2020-06-20","2020-07-18",0.3,24,"2020-06-30","2020-07-06",0.435447952283324,24,"2020-06-30","2020-07-06",0.348,24,"2020-06-30","2020-07-06",0.310722794068781,24,"2020-06-30","2020-07-06",0.393526244551542,17,"2020-06-20","2020-07-18",0.378,24,"2020-06-30","2020-07-06",0.341059767074631,17,"2020-06-20","2020-07-18",0.42625,24,"2020-06-30","2020-07-06",0.3,0,NA,NA
"4dPN",0.29999995,9,"2019-11-01","2019-11-24",0.405074537307841,9,"2019-11-01","2019-11-24",0.373011505770281,9,"2019-11-01","2019-11-24",0.348,8,"2019-11-05","2019-11-10",0.348481473819012,8,"2019-11-05","2019-11-10",0.392,8,"2019-11-05","2019-11-10",0.305909885172242,8,"2019-11-05","2019-11-10",0.268757026061075,9,"2019-11-01","2019-11-24",0.504,8,"2019-11-05","2019-11-10",0.372587967859218,9,"2019-11-01","2019-11-24",0.42125,8,"2019-11-05","2019-11-10",0.3,0,NA,NA
"4dQq",0.57,9,"2019-09-08","2019-10-02",0.540908929174245,9,"2019-09-08","2019-10-02",0.453717426328212,9,"2019-09-08","2019-10-02",0.606,8,"2019-09-09","2019-09-15",0.534592458230962,8,"2019-09-09","2019-09-15",0.606,8,"2019-09-09","2019-09-15",0.634668465316372,8,"2019-09-09","2019-09-15",0.292480490108786,9,"2019-09-08","2019-10-02",0.596,8,"2019-09-09","2019-09-15",0.519376820196477,9,"2019-09-08","2019-10-02",0.6575,8,"2019-09-09","2019-09-15",0.3,0,NA,NA
"4drq",0.44999996,5,"2019-11-01","2019-11-22",0.415098717415927,5,"2019-11-01","2019-11-22",0.333456979190632,5,"2019-11-01","2019-11-22",0.384,8,"2019-11-06","2019-11-10",0.317660908594144,8,"2019-11-06","2019-11-10",0.384,8,"2019-11-06","2019-11-10",0.405959992191539,8,"2019-11-06","2019-11-10",0.292480490108786,5,"2019-11-01","2019-11-22",0.544,8,"2019-11-06","2019-11-10",0.353571137973641,5,"2019-11-01","2019-11-22",0.4975,8,"2019-11-06","2019-11-10",0.3,0,NA,NA
"4g28",0.584,13,"2020-07-21","2020-08-17",0.544202350888858,13,"2020-07-21","2020-08-17",0.406989003316651,13,"2020-07-21","2020-08-17",0.616,25,"2020-07-27","2020-08-02",0.304035074158392,25,"2020-07-27","2020-08-02",0.564,25,"2020-07-27","2020-08-02",0.535826891268938,25,"2020-07-27","2020-08-02",0.323071169306932,13,"2020-07-21","2020-08-17",0.67,25,"2020-07-27","2020-08-02",0.41226499996712,13,"2020-07-21","2020-08-17",0.5884,25,"2020-07-27","2020-08-02",0.4,0,NA,NA
"4GDq",0.5299999,14,"2020-05-27","2020-06-21",0.462344651796701,14,"2020-05-27","2020-06-21",0.498284659079835,14,"2020-05-27","2020-06-21",0.3,31,"2020-06-01","2020-06-08",0.470649527782174,31,"2020-06-01","2020-06-08",0.306,31,"2020-06-01","2020-06-08",0.419717987694684,31,"2020-06-01","2020-06-08",0.36840192886308,14,"2020-05-27","2020-06-21",0.522,31,"2020-06-01","2020-06-08",0.40478766069131,14,"2020-05-27","2020-06-21",0.479032258064516,31,"2020-06-01","2020-06-08",0.3,0,NA,NA
"4J1W",0.57,13,"2019-12-22","2020-01-26",0.457998376872251,13,"2019-12-22","2020-01-26",0.47274039643707,13,"2019-12-22","2020-01-26",0.388,20,"2020-01-06","2020-01-12",0.455275487815836,20,"2020-01-06","2020-01-12",0.416,20,"2020-01-06","2020-01-12",0.47509972440088,20,"2020-01-06","2020-01-12",0.31999831225452,13,"2019-12-22","2020-01-26",0.596,20,"2020-01-06","2020-01-12",0.463475196011754,13,"2019-12-22","2020-01-26",0.51,20,"2020-01-06","2020-01-12",0.3,0,NA,NA
"4jbV",0.32000005,7,"2020-07-21","2020-08-17",0.362652166361603,7,"2020-07-21","2020-08-17",0.276065179634402,7,"2020-07-21","2020-08-17",0.348,26,"2020-07-27","2020-08-02",0.286001948261428,26,"2020-07-27","2020-08-02",0.408,26,"2020-07-27","2020-08-02",0.525839326501389,26,"2020-07-27","2020-08-02",0.267305851690256,7,"2020-07-21","2020-08-17",0.57,26,"2020-07-27","2020-08-02",0.29722428700632,7,"2020-07-21","2020-08-17",0.567692307692308,26,"2020-07-27","2020-08-02",0.3,0,NA,NA
"4jqq",0.45000002,4,"2019-11-27","2019-12-11",0.45000002,4,"2019-11-27","2019-12-11",0.356003950520013,4,"2019-11-27","2019-12-11",0.586,13,"2019-12-02","2019-12-08",0.473105633730912,13,"2019-12-02","2019-12-08",0.578,13,"2019-12-02","2019-12-08",0.6620845077074,13,"2019-12-02","2019-12-08",0.280811449500648,4,"2019-11-27","2019-12-11",0.556,13,"2019-12-02","2019-12-08",0.511704525162443,4,"2019-11-27","2019-12-11",0.631538461538462,13,"2019-12-02","2019-12-08",0.3,0,NA,NA
"4llw",0.52000004,15,"2020-06-20","2020-07-19",0.553597608713734,15,"2020-06-20","2020-07-19",0.510722514995111,15,"2020-06-20","2020-07-19",0.426,23,"2020-06-30","2020-07-06",0.492759177502571,23,"2020-06-30","2020-07-06",0.494,23,"2020-06-30","2020-07-06",0.491037419530816,23,"2020-06-30","2020-07-06",0.502329747583937,15,"2020-06-20","2020-07-19",0.668,23,"2020-06-30","2020-07-06",0.414954093978709,15,"2020-06-20","2020-07-19",0.585652173913043,23,"2020-06-30","2020-07-06",0.4,0,NA,NA
"4mV",0.31999996,3,"2019-11-27","2019-12-22",0.329375750724422,3,"2019-11-27","2019-12-22",0.312727679491295,3,"2019-11-27","2019-12-22",0.308,8,"2019-12-03","2019-12-08",0.322467075135798,8,"2019-12-03","2019-12-08",0.308,8,"2019-12-03","2019-12-08",0.321648799736929,8,"2019-12-03","2019-12-08",0.26140314287632,3,"2019-11-27","2019-12-22",0.396,8,"2019-12-03","2019-12-08",0.346603678534058,3,"2019-11-27","2019-12-22",0.3775,8,"2019-12-03","2019-12-08",0.3,0,NA,NA
"4pNq",0.8,6,"2020-07-21","2020-08-16",0.791917478805156,6,"2020-07-21","2020-08-16",0.878726012031964,6,"2020-07-21","2020-08-16",0.81,26,"2020-07-27","2020-08-02",0.931178230044707,26,"2020-07-27","2020-08-02",0.814,26,"2020-07-27","2020-08-02",0.742232777535703,26,"2020-07-27","2020-08-02",0.891418203948014,6,"2020-07-21","2020-08-16",0.756,26,"2020-07-27","2020-08-02",0.872266149526186,6,"2020-07-21","2020-08-16",0.718846153846154,26,"2020-07-27","2020-08-02",0.8,0,NA,NA
"4Q2L",0.46,5,"2019-12-22","2020-01-25",0.453779422648734,5,"2019-12-22","2020-01-25",0.425827208564096,5,"2019-12-22","2020-01-25",0.514,19,"2020-01-06","2020-01-12",0.440989634792215,19,"2020-01-06","2020-01-12",0.508,19,"2020-01-06","2020-01-12",0.574548191919114,19,"2020-01-06","2020-01-12",0.384764883139738,5,"2019-12-22","2020-01-25",0.506,19,"2020-01-06","2020-01-12",0.407872104811941,5,"2019-12-22","2020-01-25",0.583684210526316,19,"2020-01-06","2020-01-12",0.4,0,NA,NA
"4qa8",0.46800002,12,"2020-06-20","2020-07-20",0.456206606631911,12,"2020-06-20","2020-07-20",0.424861067141991,12,"2020-06-20","2020-07-20",0.36,26,"2020-06-29","2020-07-06",0.400358580864997,26,"2020-06-29","2020-07-06",0.386,26,"2020-06-29","2020-07-06",0.473489204700738,26,"2020-06-29","2020-07-06",0.428036412081643,12,"2020-06-20","2020-07-20",0.548,26,"2020-06-29","2020-07-06",0.336724563352899,12,"2020-06-20","2020-07-20",0.543846153846154,26,"2020-06-29","2020-07-06",0.4,0,NA,NA
"4qOv",0.76,10,"2020-05-27","2020-06-22",0.728630409015034,10,"2020-05-27","2020-06-22",0.800087895362494,10,"2020-05-27","2020-06-22",0.816,26,"2020-06-01","2020-06-08",0.871877374540124,26,"2020-06-01","2020-06-08",0.8,26,"2020-06-01","2020-06-08",0.768901243093922,26,"2020-06-01","2020-06-08",0.849819210858668,10,"2020-05-27","2020-06-22",0.792,26,"2020-06-01","2020-06-08",0.826388216936983,10,"2020-05-27","2020-06-22",0.754615384615385,26,"2020-06-01","2020-06-08",0.8,0,NA,NA
"4qvL",0.58000004,9,"2020-05-01","2020-05-24",0.577294301171518,9,"2020-05-01","2020-05-24",0.549386181054578,9,"2020-05-01","2020-05-24",0.63,28,"2020-05-04","2020-05-11",0.482887016915502,28,"2020-05-04","2020-05-11",0.55,28,"2020-05-04","2020-05-11",0.654666460426266,28,"2020-05-04","2020-05-11",0.384764883139738,9,"2020-05-01","2020-05-24",0.586,28,"2020-05-04","2020-05-11",0.530169815267295,9,"2020-05-01","2020-05-24",0.651071428571429,28,"2020-05-04","2020-05-11",0.4,0,NA,NA
"4r9L",0.29000002,8,"2020-05-01","2020-05-24",0.316069895227043,8,"2020-05-01","2020-05-24",0.289295260476165,8,"2020-05-01","2020-05-24",0.146,30,"2020-05-04","2020-05-10",0.166880258940051,30,"2020-05-04","2020-05-10",0.194,30,"2020-05-04","2020-05-10",0.352119092288205,30,"2020-05-04","2020-05-10",0.238003601790902,8,"2020-05-01","2020-05-24",0.398,30,"2020-05-04","2020-05-10",0.210378086604212,8,"2020-05-01","2020-05-24",0.397586206896552,30,"2020-05-04","2020-05-10",0.3,0,NA,NA
"4RBv",0.48000002,10,"2020-07-21","2020-08-17",0.502709460707993,10,"2020-07-21","2020-08-17",0.464407543279378,10,"2020-07-21","2020-08-17",0.504,27,"2020-07-27","2020-08-02",0.396497221644615,27,"2020-07-27","2020-08-02",0.452,27,"2020-07-27","2020-08-02",0.530103288548798,27,"2020-07-27","2020-08-02",0.367648453805104,10,"2020-07-21","2020-08-17",0.58,27,"2020-07-27","2020-08-02",0.45625242757622,10,"2020-07-21","2020-08-17",0.515925925925926,27,"2020-07-27","2020-08-02",0.4,0,NA,NA
"4rpW",0.84000003,9,"2020-01-31","2020-04-27",0.718100200719637,9,"2020-01-31","2020-04-27",0.73330962762645,9,"2020-01-31","2020-04-27",0.788,15,"2020-02-03","2020-02-09",0.756718276995306,15,"2020-02-03","2020-02-09",0.788,15,"2020-02-03","2020-02-09",0.697224176763057,15,"2020-02-03","2020-02-09",0.76441401129093,9,"2020-01-31","2020-04-27",0.69,15,"2020-02-03","2020-02-09",0.753853596594737,9,"2020-01-31","2020-04-27",0.708666666666666,15,"2020-02-03","2020-02-09",0.8,0,NA,NA
"4RqL",0.47000006,14,"2020-06-20","2020-07-20",0.454860731537899,14,"2020-06-20","2020-07-20",0.413699603821112,14,"2020-06-20","2020-07-20",0.294,25,"2020-06-29","2020-07-06",0.367491592173053,25,"2020-06-29","2020-07-06",0.312,25,"2020-06-29","2020-07-06",0.290230066378707,25,"2020-06-29","2020-07-06",0.377444694077398,14,"2020-06-20","2020-07-20",0.464,25,"2020-06-29","2020-07-06",0.352312213883594,14,"2020-06-20","2020-07-20",0.4872,25,"2020-06-29","2020-07-06",0.3,0,NA,NA
"4ry8",0.90999997,8,"2020-01-31","2020-04-27",0.808935960201125,8,"2020-01-31","2020-04-27",0.834495915114619,8,"2020-01-31","2020-04-27",0.816,16,"2020-02-01","2020-02-09",0.794260825992348,16,"2020-02-01","2020-02-09",0.816,16,"2020-02-01","2020-02-09",0.780991288172508,16,"2020-02-01","2020-02-09",0.784680237634322,8,"2020-01-31","2020-04-27",0.792,16,"2020-02-01","2020-02-09",0.824309817705401,8,"2020-01-31","2020-04-27",0.76875,16,"2020-02-01","2020-02-09",0.8,0,NA,NA
"4v4V",0.57,5,"2019-11-27","2019-12-19",0.550841231894664,5,"2019-11-27","2019-12-19",0.583054363281353,5,"2019-11-27","2019-12-19",0.524,14,"2019-12-02","2019-12-08",0.604505701746505,14,"2019-12-02","2019-12-08",0.524,14,"2019-12-02","2019-12-08",0.509293544821818,14,"2019-12-02","2019-12-08",0.475707656909098,5,"2019-11-27","2019-12-19",0.492,14,"2019-12-02","2019-12-08",0.504609708440255,5,"2019-11-27","2019-12-19",0.559285714285714,14,"2019-12-02","2019-12-08",0.4,0,NA,NA
"4v78",0.6499999,14,"2019-11-27","2019-12-22",0.711172966117292,14,"2019-11-27","2019-12-22",0.787238486377667,14,"2019-11-27","2019-12-22",0.796,17,"2019-12-02","2019-12-08",0.884734881019979,17,"2019-12-02","2019-12-08",0.8,17,"2019-12-02","2019-12-08",0.751929085772781,17,"2019-12-02","2019-12-08",0.85828017277409,14,"2019-11-27","2019-12-22",0.68,17,"2019-12-02","2019-12-08",0.80986136106046,14,"2019-11-27","2019-12-22",0.728823529411765,17,"2019-12-02","2019-12-08",0.8,0,NA,NA
"4VR8",0.4,9,"2020-07-21","2020-08-17",0.358301628283317,9,"2020-07-21","2020-08-17",0.246839875890485,9,"2020-07-21","2020-08-17",0.288,28,"2020-07-27","2020-08-02",0.208065985951528,28,"2020-07-27","2020-08-02",0.322,28,"2020-07-27","2020-08-02",0.367947643402448,28,"2020-07-27","2020-08-02",0.247194478214673,9,"2020-07-21","2020-08-17",0.46,28,"2020-07-27","2020-08-02",0.239120290387932,9,"2020-07-21","2020-08-17",0.43,28,"2020-07-27","2020-08-02",0.3,0,NA,NA
"4Vxe",0.54,26,"2020-05-27","2020-06-22",0.547409562919102,26,"2020-05-27","2020-06-22",0.507669479992491,26,"2020-05-27","2020-06-22",0.288,23,"2020-06-01","2020-06-08",0.461212703541728,23,"2020-06-01","2020-06-08",0.372,23,"2020-06-01","2020-06-08",0.564401399718954,23,"2020-06-01","2020-06-08",0.393526244551542,26,"2020-05-27","2020-06-22",0.634,23,"2020-06-01","2020-06-08",0.413714775649528,26,"2020-05-27","2020-06-22",0.55,23,"2020-06-01","2020-06-08",0.3,0,NA,NA
"4wGq",0.65,16,"2020-05-01","2020-05-24",0.687979852161496,16,"2020-05-01","2020-05-24",0.646847146197477,16,"2020-05-01","2020-05-24",0.88,33,"2020-05-04","2020-05-10",0.824860106194739,33,"2020-05-04","2020-05-10",0.846,33,"2020-05-04","2020-05-10",0.800625709895656,33,"2020-05-04","2020-05-10",0.244917486890782,16,"2020-05-01","2020-05-24",0.752,33,"2020-05-04","2020-05-10",0.771214162411744,16,"2020-05-01","2020-05-24",0.79,33,"2020-05-04","2020-05-10",0.8,0,NA,NA
"4XLv",0.39999998,5,"2019-11-01","2019-11-24",0.332070796283449,5,"2019-11-01","2019-11-24",0.249922256806972,5,"2019-11-01","2019-11-24",0.44,12,"2019-11-04","2019-11-10",0.313500572053185,12,"2019-11-04","2019-11-10",0.44,12,"2019-11-04","2019-11-10",0.478044392202622,12,"2019-11-04","2019-11-10",0.267305851690256,5,"2019-11-01","2019-11-24",0.418,12,"2019-11-04","2019-11-10",0.36240020911193,5,"2019-11-01","2019-11-24",0.5325,12,"2019-11-04","2019-11-10",0.3,0,NA,NA
"4XNW",0.52,4,"2019-11-27","2019-12-22",0.508929291695446,4,"2019-11-27","2019-12-22",0.470102575245987,4,"2019-11-27","2019-12-22",0.446,10,"2019-12-02","2019-12-07",0.459554164505683,10,"2019-12-02","2019-12-07",0.446,10,"2019-12-02","2019-12-07",0.456165528419073,10,"2019-12-02","2019-12-07",0.346104062812726,4,"2019-11-27","2019-12-22",0.498,10,"2019-12-02","2019-12-07",0.469525053023515,4,"2019-11-27","2019-12-22",0.474,10,"2019-12-02","2019-12-07",0.3,0,NA,NA
"4XXN",0.32,5,"2019-09-08","2019-10-02",0.302820952773637,5,"2019-09-08","2019-10-02",0.29233603350732,5,"2019-09-08","2019-10-02",0.44,6,"2019-09-10","2019-09-15",0.528355000168315,6,"2019-09-10","2019-09-15",0.44,6,"2019-09-10","2019-09-15",0.411482293916487,6,"2019-09-10","2019-09-15",0.312977186594912,5,"2019-09-08","2019-10-02",0.44,6,"2019-09-10","2019-09-15",0.396813785171688,5,"2019-09-08","2019-10-02",0.425,6,"2019-09-10","2019-09-15",0.3,0,NA,NA
"4zev",0.8299999,3,"2019-12-22","2020-01-25",0.846505228048478,3,"2019-12-22","2020-01-25",0.867860263867305,3,"2019-12-22","2020-01-25",0.876,19,"2020-01-06","2020-01-12",0.829250427724405,19,"2020-01-06","2020-01-12",0.848,19,"2020-01-06","2020-01-12",0.840877248981501,19,"2020-01-06","2020-01-12",0.784680237634322,3,"2019-12-22","2020-01-25",0.738,19,"2020-01-06","2020-01-12",0.876504412749161,3,"2019-12-22","2020-01-25",0.784736842105263,19,"2020-01-06","2020-01-12",0.8,0,NA,NA
"4ZGV",0.68,8,"2020-01-31","2020-04-26",0.663748922535134,8,"2020-01-31","2020-04-26",0.789837162571981,8,"2020-01-31","2020-04-26",0.822,25,"2020-02-03","2020-02-09",0.950767635475325,25,"2020-02-03","2020-02-09",0.862,25,"2020-02-03","2020-02-09",0.817500558353226,25,"2020-02-03","2020-02-09",0.891418203948014,8,"2020-01-31","2020-04-26",0.798,25,"2020-02-03","2020-02-09",0.854656537665245,8,"2020-01-31","2020-04-26",0.7888,25,"2020-02-03","2020-02-09",0.8,0,NA,NA
"4ZxO",0.83,10,"2020-01-31","2020-04-27",0.815200577084186,10,"2020-01-31","2020-04-27",0.871692867805908,10,"2020-01-31","2020-04-27",0.66,22,"2020-02-03","2020-02-09",0.681366875436465,22,"2020-02-03","2020-02-09",0.66,22,"2020-02-03","2020-02-09",0.638617827352504,22,"2020-02-03","2020-02-09",0.774282775640728,10,"2020-01-31","2020-04-27",0.564,22,"2020-02-03","2020-02-09",0.760846784152769,10,"2020-01-31","2020-04-27",0.642272727272727,22,"2020-02-03","2020-02-09",0.8,0,NA,NA
"500D",0.41999996,16,"2020-06-20","2020-07-20",0.34086136312173,16,"2020-06-20","2020-07-20",0.354297632455564,16,"2020-06-20","2020-07-20",0.258,26,"2020-06-29","2020-07-05",0.364147759819744,26,"2020-06-29","2020-07-05",0.328,26,"2020-06-29","2020-07-05",0.342178338439358,26,"2020-06-29","2020-07-05",0.31999831225452,16,"2020-06-20","2020-07-20",0.47,26,"2020-06-29","2020-07-05",0.333218080586895,16,"2020-06-20","2020-07-20",0.414615384615384,26,"2020-06-29","2020-07-05",0.3,0,NA,NA
"50g3",0.46,22,"2020-05-27","2020-06-21",0.494767010112725,22,"2020-05-27","2020-06-21",0.450586157987104,22,"2020-05-27","2020-06-21",0.226,27,"2020-06-01","2020-06-08",0.217293236469386,27,"2020-06-01","2020-06-08",0.276,27,"2020-06-01","2020-06-08",0.358508981417642,27,"2020-06-01","2020-06-08",0.257689749335535,22,"2020-05-27","2020-06-21",0.356,27,"2020-06-01","2020-06-08",0.345815892114971,22,"2020-05-27","2020-06-21",0.43962962962963,27,"2020-06-01","2020-06-08",0.3,0,NA,NA
"50z",0.8,37,"2019-09-08","2019-10-02",0.481858775117304,37,"2019-09-08","2019-10-02",0.43783169481274,37,"2019-09-08","2019-10-02",0.494,6,"2019-09-09","2019-09-14",0.415537201882646,6,"2019-09-09","2019-09-14",0.494,6,"2019-09-09","2019-09-14",0.580760506803183,6,"2019-09-09","2019-09-14",0.257689749335535,37,"2019-09-08","2019-10-02",0.446,6,"2019-09-09","2019-09-14",0.45277050696972,37,"2019-09-08","2019-10-02",0.505,6,"2019-09-09","2019-09-14",0.3,0,NA,NA
"5143",0.19000001,13,"2019-10-04","2019-10-23",0.222082755171181,13,"2019-10-04","2019-10-23",0.192952263324374,13,"2019-10-04","2019-10-23",0.21,16,"2019-10-07","2019-10-13",0.10598643818864,16,"2019-10-07","2019-10-13",0.14,16,"2019-10-07","2019-10-13",0.242478320385851,16,"2019-10-07","2019-10-13",0.257689749335535,13,"2019-10-04","2019-10-23",0.326,16,"2019-10-07","2019-10-13",0.210859035907913,13,"2019-10-04","2019-10-23",0.3,16,"2019-10-07","2019-10-13",0.3,0,NA,NA
