"paper_id","cs_m1","n_experts_m1","first_expert_date_m1","last_expert_date_m1","cs_m2","n_experts_m2","first_expert_date_m2","last_expert_date_m2","cs_m3","n_experts_m3","first_expert_date_m3","last_expert_date_m3","cs_m4","n_experts_m4","first_expert_date_m4","last_expert_date_m4","cs_m5","n_experts_m5","first_expert_date_m5","last_expert_date_m5","cs_m6","n_experts_m6","first_expert_date_m6","last_expert_date_m6","cs_m7","n_experts_m7","first_expert_date_m7","last_expert_date_m7","cs_m8","n_experts_m8","first_expert_date_m8","last_expert_date_m8","cs_m9","n_experts_m9","first_expert_date_m9","last_expert_date_m9","cs_m10","n_experts_m10","first_expert_date_m10","last_expert_date_m10","cs_m11","n_experts_m11","first_expert_date_m11","last_expert_date_m11","cs_m12","n_experts_m12","first_expert_date_m12","last_expert_date_m12"
"Ej9x",0.34999996,6,"2019-10-04","2019-10-27",0.3671597358915,6,"2019-10-04","2019-10-27",0.33715096638535,6,"2019-10-04","2019-10-27",0.482,11,"2019-10-08","2019-10-13",0.37555387515855,11,"2019-10-08","2019-10-13",0.482,11,"2019-10-08","2019-10-13",0.48611856330843,11,"2019-10-08","2019-10-13",0.342104795114852,6,"2019-10-04","2019-10-27",0.534,11,"2019-10-08","2019-10-13",0.380514773575369,6,"2019-10-04","2019-10-27",0.532727272727273,11,"2019-10-08","2019-10-13",0.4,0,NA,NA
"EJa",0.30999997,12,"2019-10-04","2019-10-27",0.538861549707597,12,"2019-10-04","2019-10-27",0.627927940300948,12,"2019-10-04","2019-10-27",0.82,11,"2019-10-07","2019-10-13",0.810422432640778,11,"2019-10-07","2019-10-13",0.782,11,"2019-10-07","2019-10-13",0.744691729239003,11,"2019-10-07","2019-10-13",0.783671447832649,12,"2019-10-04","2019-10-27",0.684,11,"2019-10-07","2019-10-13",0.736889222357781,12,"2019-10-04","2019-10-27",0.727,11,"2019-10-07","2019-10-13",0.8,0,NA,NA
"EJpm",0.73999995,6,"2019-12-22","2020-01-25",0.750479322196614,6,"2019-12-22","2020-01-25",0.780362204337935,6,"2019-12-22","2020-01-25",0.786,16,"2020-01-07","2020-01-12",0.730070644858682,16,"2020-01-07","2020-01-12",0.778,16,"2020-01-07","2020-01-12",0.546802574740174,16,"2020-01-07","2020-01-12",0.772987427343378,6,"2019-12-22","2020-01-25",0.71,16,"2020-01-07","2020-01-12",0.780098911990062,6,"2019-12-22","2020-01-25",0.63875,16,"2020-01-07","2020-01-12",0.8,0,NA,NA
"EJWP",0.42,9,"2020-05-27","2020-06-20",0.407686022758643,9,"2020-05-27","2020-06-20",0.379739790289,9,"2020-05-27","2020-06-20",0.212,24,"2020-06-01","2020-06-08",0.342047613593063,24,"2020-06-01","2020-06-08",0.24,24,"2020-06-01","2020-06-08",0.355982733615182,24,"2020-06-01","2020-06-08",0.407226985211076,9,"2020-05-27","2020-06-20",0.428,24,"2020-06-01","2020-06-08",0.290737544813031,9,"2020-05-27","2020-06-20",0.46625,24,"2020-06-01","2020-06-08",0.3,0,NA,NA
"Ejwx",0.52,7,"2019-10-04","2019-10-27",0.499108860657872,7,"2019-10-04","2019-10-27",0.466261351443948,7,"2019-10-04","2019-10-27",0.49,13,"2019-10-07","2019-10-13",0.383093750919729,13,"2019-10-07","2019-10-13",0.49,13,"2019-10-07","2019-10-13",0.480254936384001,13,"2019-10-07","2019-10-13",0.342104795114852,7,"2019-10-04","2019-10-27",0.454,13,"2019-10-07","2019-10-13",0.445814597206973,7,"2019-10-04","2019-10-27",0.473846153846154,13,"2019-10-07","2019-10-13",0.4,0,NA,NA
"EjYy",0.45,2,"2019-09-08","2019-09-25",0.420312979853195,2,"2019-09-08","2019-09-25",0.446095933230079,2,"2019-09-08","2019-09-25",0.748,9,"2019-09-09","2019-09-15",0.702537986555168,9,"2019-09-09","2019-09-15",0.694,9,"2019-09-09","2019-09-15",0.709154124324786,9,"2019-09-09","2019-09-15",0.4134558605488,2,"2019-09-08","2019-09-25",0.708,9,"2019-09-09","2019-09-15",0.706522506259976,2,"2019-09-08","2019-09-25",0.708888888888889,9,"2019-09-09","2019-09-15",0.4,0,NA,NA
"EK2r",0.82000005,14,"2019-10-04","2019-10-24",0.828518401331484,14,"2019-10-04","2019-10-24",0.799793110393105,14,"2019-10-04","2019-10-24",0.52,17,"2019-10-09","2019-10-13",0.431321049085704,17,"2019-10-09","2019-10-13",0.602,17,"2019-10-09","2019-10-13",0.622014810649943,17,"2019-10-09","2019-10-13",0.350651160298822,14,"2019-10-04","2019-10-24",0.48,17,"2019-10-09","2019-10-13",0.585874683790994,14,"2019-10-04","2019-10-24",0.556470588235294,17,"2019-10-09","2019-10-13",0.4,0,NA,NA
"ek4K",0.43999994,11,"2020-07-21","2020-08-16",0.329370573392928,11,"2020-07-21","2020-08-16",0.312722641816789,11,"2020-07-21","2020-08-16",0.284,23,"2020-07-28","2020-08-02",0.293710100635018,23,"2020-07-28","2020-08-02",0.28,23,"2020-07-28","2020-08-02",0.319416916137788,23,"2020-07-28","2020-08-02",0.26140314287632,11,"2020-07-21","2020-08-16",0.376,23,"2020-07-28","2020-08-02",0.326201827075632,11,"2020-07-21","2020-08-16",0.384347826086957,23,"2020-07-28","2020-08-02",0.3,0,NA,NA
"EK5N",0.39,6,"2019-11-01","2019-11-21",0.401001007562567,6,"2019-11-01","2019-11-21",0.309707110148885,6,"2019-11-01","2019-11-21",0.422,12,"2019-11-04","2019-11-10",0.403633413759675,12,"2019-11-04","2019-11-10",0.538,12,"2019-11-04","2019-11-10",0.403868880953084,12,"2019-11-04","2019-11-10",0.267305851690256,6,"2019-11-01","2019-11-21",0.422,12,"2019-11-04","2019-11-10",0.358177818292385,6,"2019-11-01","2019-11-21",0.4225,12,"2019-11-04","2019-11-10",0.3,0,NA,NA
"EK7r",0.3,5,"2019-11-01","2019-11-21",0.299358410778602,5,"2019-11-01","2019-11-21",0.224012411537203,5,"2019-11-01","2019-11-21",0.38,9,"2019-11-04","2019-11-09",0.276266669207586,9,"2019-11-04","2019-11-09",0.368,9,"2019-11-04","2019-11-09",0.327835584631232,9,"2019-11-04","2019-11-09",0.280811449500648,5,"2019-11-01","2019-11-21",0.524,9,"2019-11-04","2019-11-09",0.314651681647276,5,"2019-11-01","2019-11-21",0.45,9,"2019-11-04","2019-11-09",0.3,0,NA,NA
"EK7x",0.75,6,"2019-12-22","2020-01-26",0.741363598189612,6,"2019-12-22","2020-01-26",0.780777819428633,6,"2019-12-22","2020-01-26",0.822,16,"2020-01-07","2020-01-12",0.848930490667093,16,"2020-01-07","2020-01-12",0.85,16,"2020-01-07","2020-01-12",0.820000396772001,16,"2020-01-07","2020-01-12",0.794166407326189,6,"2019-12-22","2020-01-26",0.754,16,"2020-01-07","2020-01-12",0.816846411366802,6,"2019-12-22","2020-01-26",0.770625,16,"2020-01-07","2020-01-12",0.8,0,NA,NA
"EKBZ",0.53,3,"2019-11-27","2019-12-22",0.411875395656612,3,"2019-11-27","2019-12-22",0.37849850205671,3,"2019-11-27","2019-12-22",0.498,10,"2019-12-03","2019-12-08",0.423715004156563,10,"2019-12-03","2019-12-08",0.562,10,"2019-12-03","2019-12-08",0.487486604524567,10,"2019-12-03","2019-12-08",0.32699161298288,3,"2019-11-27","2019-12-22",0.546,10,"2019-12-03","2019-12-08",0.411192606483105,3,"2019-11-27","2019-12-22",0.508,10,"2019-12-03","2019-12-08",0.4,0,NA,NA
"EKpX",0.35999995,5,"2019-11-01","2019-11-19",0.335643629178286,5,"2019-11-01","2019-11-19",0.309689179417965,5,"2019-11-01","2019-11-19",0.314,13,"2019-11-04","2019-11-10",0.300531603947272,13,"2019-11-04","2019-11-10",0.314,13,"2019-11-04","2019-11-10",0.336405910213792,13,"2019-11-04","2019-11-10",0.250534941433969,5,"2019-11-01","2019-11-19",0.408,13,"2019-11-04","2019-11-10",0.348898195633908,5,"2019-11-01","2019-11-19",0.426923076923077,13,"2019-11-04","2019-11-10",0.3,0,NA,NA
"eKv9",0.6,13,"2019-12-22","2020-01-26",0.461875663203535,13,"2019-12-22","2020-01-26",0.418200756232555,13,"2019-12-22","2020-01-26",0.224,19,"2020-01-06","2020-01-12",0.16218695734022,19,"2020-01-06","2020-01-12",0.21,19,"2020-01-06","2020-01-12",0.259323195691109,19,"2020-01-06","2020-01-12",0.257689749335535,13,"2019-12-22","2020-01-26",0.304,19,"2020-01-06","2020-01-12",0.320895149009398,13,"2019-12-22","2020-01-26",0.31578947368421,19,"2020-01-06","2020-01-12",0.3,0,NA,NA
"el4m",0.7087087,14,"2020-06-20","2020-07-19",0.795710436782094,14,"2020-06-20","2020-07-19",0.85133560758864,14,"2020-06-20","2020-07-19",0.782,27,"2020-06-29","2020-07-06",0.87530222214796,27,"2020-06-29","2020-07-06",0.748,27,"2020-06-29","2020-07-06",0.763927892654011,27,"2020-06-29","2020-07-06",0.871320917452598,14,"2020-06-20","2020-07-19",0.674,27,"2020-06-29","2020-07-06",0.837657804839477,14,"2020-06-20","2020-07-19",0.74074074074074,27,"2020-06-29","2020-07-06",0.8,0,NA,NA
"eldl",0.84,14,"2020-05-27","2020-06-21",0.795494504796615,14,"2020-05-27","2020-06-21",0.800971177759688,14,"2020-05-27","2020-06-21",0.87,25,"2020-06-01","2020-06-08",0.779553391053434,25,"2020-06-01","2020-06-08",0.828,25,"2020-06-01","2020-06-08",0.813948980349453,25,"2020-06-01","2020-06-08",0.753981424084962,14,"2020-05-27","2020-06-21",0.762,25,"2020-06-01","2020-06-08",0.834850971217079,14,"2020-05-27","2020-06-21",0.7628,25,"2020-06-01","2020-06-08",0.8,0,NA,NA
"elP9",0.38,10,"2020-07-21","2020-08-15",0.382380369365803,10,"2020-07-21","2020-08-15",0.400745547224052,10,"2020-07-21","2020-08-15",0.32,26,"2020-07-27","2020-08-02",0.549740860453074,26,"2020-07-27","2020-08-02",0.344,26,"2020-07-27","2020-08-02",0.374390087946144,26,"2020-07-27","2020-08-02",0.467973330865918,10,"2020-07-21","2020-08-15",0.48,26,"2020-07-27","2020-08-02",0.395031663818599,10,"2020-07-21","2020-08-15",0.442692307692308,26,"2020-07-27","2020-08-02",0.3,0,NA,NA
"Em83",0.8,18,"2020-05-27","2020-06-21",0.839035770424714,18,"2020-05-27","2020-06-21",0.906965069401751,18,"2020-05-27","2020-06-21",0.812,28,"2020-06-01","2020-06-08",0.846716742563477,28,"2020-06-01","2020-06-08",0.78,28,"2020-06-01","2020-06-08",0.776162521525092,28,"2020-06-01","2020-06-08",0.814544282882941,18,"2020-05-27","2020-06-21",0.722,28,"2020-06-01","2020-06-08",0.884494367503485,18,"2020-05-27","2020-06-21",0.726785714285714,28,"2020-06-01","2020-06-08",0.8,0,NA,NA
"EmkP",0.59,15,"2020-05-27","2020-06-22",0.489365299948046,15,"2020-05-27","2020-06-22",0.500980037324642,15,"2020-05-27","2020-06-22",0.286,27,"2020-06-01","2020-06-07",0.361464301544747,27,"2020-06-01","2020-06-07",0.412,27,"2020-06-01","2020-06-07",0.596580826721305,27,"2020-06-01","2020-06-07",0.422639616802245,15,"2020-05-27","2020-06-22",0.576,27,"2020-06-01","2020-06-07",0.369484553630344,15,"2020-05-27","2020-06-22",0.521851851851852,27,"2020-06-01","2020-06-07",0.4,0,NA,NA
"EOkj",0.5,16,"2020-05-27","2020-06-21",0.520410314634835,16,"2020-05-27","2020-06-21",0.386061163248328,16,"2020-05-27","2020-06-21",0.588,25,"2020-06-01","2020-06-08",0.317668915682179,25,"2020-06-01","2020-06-08",0.55,25,"2020-06-01","2020-06-08",0.630600908373074,25,"2020-06-01","2020-06-08",0.3380941802875,16,"2020-05-27","2020-06-21",0.626,25,"2020-06-01","2020-06-08",0.393914935031222,16,"2020-05-27","2020-06-21",0.5824,25,"2020-06-01","2020-06-08",0.4,0,NA,NA
"eOOW",0.7,8,"2020-01-31","2020-04-26",0.711188810888819,8,"2020-01-31","2020-04-26",0.791338407607215,8,"2020-01-31","2020-04-26",0.796,19,"2020-02-03","2020-02-09",0.811264182655575,19,"2020-02-03","2020-02-09",0.796,19,"2020-02-03","2020-02-09",0.781647852340474,19,"2020-02-03","2020-02-09",0.774282775640728,8,"2020-01-31","2020-04-26",0.734,19,"2020-02-03","2020-02-09",0.820638040094854,8,"2020-01-31","2020-04-26",0.767894736842105,19,"2020-02-03","2020-02-09",0.8,0,NA,NA
"EOOx",0.85,10,"2020-06-20","2020-07-19",0.832906377709023,10,"2020-06-20","2020-07-19",0.88264447698284,10,"2020-06-20","2020-07-19",0.824,20,"2020-06-30","2020-07-05",0.869417885841931,20,"2020-06-30","2020-07-05",0.826,20,"2020-06-30","2020-07-05",0.787716051550374,20,"2020-06-30","2020-07-05",0.831652373959246,10,"2020-06-20","2020-07-19",0.788,20,"2020-06-30","2020-07-05",0.864793506741314,10,"2020-06-20","2020-07-19",0.78,20,"2020-06-30","2020-07-05",0.8,0,NA,NA
"EOwP",0.44,9,"2020-06-20","2020-07-19",0.392300788838567,9,"2020-06-20","2020-07-19",0.299299566808415,9,"2020-06-20","2020-07-19",0.388,19,"2020-06-30","2020-07-05",0.226118485511253,19,"2020-06-30","2020-07-05",0.422,19,"2020-06-30","2020-07-05",0.425794169248572,19,"2020-06-30","2020-07-05",0.362044341005841,9,"2020-06-20","2020-07-19",0.518,19,"2020-06-30","2020-07-05",0.265926711398423,9,"2020-06-20","2020-07-19",0.519473684210526,19,"2020-06-30","2020-07-05",0.4,0,NA,NA
"ep07",0.64000005,10,"2020-05-01","2020-05-23",0.587792884195668,10,"2020-05-01","2020-05-23",0.490693216913386,10,"2020-05-01","2020-05-23",0.63,24,"2020-05-04","2020-05-10",0.393784074022143,24,"2020-05-04","2020-05-10",0.59,24,"2020-05-04","2020-05-10",0.665493340163153,24,"2020-05-04","2020-05-10",0.280811449500648,10,"2020-05-01","2020-05-23",0.656,24,"2020-05-04","2020-05-10",0.487965428665915,10,"2020-05-01","2020-05-23",0.690416666666667,24,"2020-05-04","2020-05-10",0.4,0,NA,NA
"epBK",0.7788975,5,"2020-01-31","2020-04-27",0.763717856467611,5,"2020-01-31","2020-04-27",0.829843614161434,5,"2020-01-31","2020-04-27",0.85,16,"2020-02-01","2020-02-09",0.88823949909475,16,"2020-02-01","2020-02-09",0.85,16,"2020-02-01","2020-02-09",0.842386409379621,16,"2020-02-01","2020-02-09",0.831652373959246,5,"2020-01-31","2020-04-27",0.82,16,"2020-02-01","2020-02-09",0.86524350703852,5,"2020-01-31","2020-04-27",0.83375,16,"2020-02-01","2020-02-09",0.8,0,NA,NA
"epdp",0.79,15,"2020-05-01","2020-05-22",0.770624627162871,15,"2020-05-01","2020-05-22",0.658629592464703,15,"2020-05-01","2020-05-22",0.89,26,"2020-05-04","2020-05-11",0.841150720363768,26,"2020-05-04","2020-05-11",0.854,26,"2020-05-04","2020-05-11",0.75762361935284,26,"2020-05-04","2020-05-11",0.268544199502499,15,"2020-05-01","2020-05-22",0.764,26,"2020-05-04","2020-05-11",0.787951567337159,15,"2020-05-01","2020-05-22",0.765769230769231,26,"2020-05-04","2020-05-11",0.8,0,NA,NA
"epXm",0.54,12,"2020-05-01","2020-05-19",0.54,12,"2020-05-01","2020-05-19",0.449643104885667,12,"2020-05-01","2020-05-19",0.702,23,"2020-05-04","2020-05-10",0.43341089982131,23,"2020-05-04","2020-05-10",0.598,23,"2020-05-04","2020-05-10",0.667088003537062,23,"2020-05-04","2020-05-10",0.391375392112748,12,"2020-05-01","2020-05-19",0.604,23,"2020-05-04","2020-05-10",0.518594544202204,12,"2020-05-01","2020-05-19",0.715652173913043,23,"2020-05-04","2020-05-10",0.4,0,NA,NA
"epZ9",0.18999998,10,"2020-05-01","2020-05-24",0.234398524429424,10,"2020-05-01","2020-05-24",0.21010433167357,10,"2020-05-01","2020-05-24",0.25,25,"2020-05-04","2020-05-11",0.331449290134709,25,"2020-05-04","2020-05-11",0.3,25,"2020-05-04","2020-05-11",0.434204952605156,25,"2020-05-04","2020-05-11",0.272068902985852,10,"2020-05-01","2020-05-24",0.464,25,"2020-05-04","2020-05-11",0.276184680037965,10,"2020-05-01","2020-05-24",0.498333333333333,25,"2020-05-04","2020-05-11",0.3,0,NA,NA
"Eq8Z",0.40000007,11,"2020-06-20","2020-07-19",0.445565339757638,11,"2020-06-20","2020-07-19",0.40462103323812,11,"2020-06-20","2020-07-19",0.288,22,"2020-06-29","2020-07-05",0.406114956973031,22,"2020-06-29","2020-07-05",0.348,22,"2020-06-29","2020-07-05",0.375950001287788,22,"2020-06-29","2020-07-05",0.377444694077398,11,"2020-06-20","2020-07-19",0.464,22,"2020-06-29","2020-07-05",0.342129013674465,11,"2020-06-20","2020-07-19",0.462272727272727,22,"2020-06-29","2020-07-05",0.3,0,NA,NA
"EqmZ",0.834,11,"2020-06-20","2020-07-15",0.827212391134164,11,"2020-06-20","2020-07-15",0.877089998041564,11,"2020-06-20","2020-07-15",0.8,22,"2020-06-29","2020-07-05",0.840538435321433,22,"2020-06-29","2020-07-05",0.756,22,"2020-06-29","2020-07-05",0.783349062422479,22,"2020-06-29","2020-07-05",0.849819210858668,11,"2020-06-20","2020-07-15",0.698,22,"2020-06-29","2020-07-05",0.847068665565909,11,"2020-06-20","2020-07-15",0.740909090909091,22,"2020-06-29","2020-07-05",0.8,0,NA,NA
"EqV3",0.7,12,"2020-06-20","2020-07-19",0.793433920630454,12,"2020-06-20","2020-07-19",0.849561762417202,12,"2020-06-20","2020-07-19",0.796,22,"2020-06-29","2020-07-05",0.903308898654758,22,"2020-06-29","2020-07-05",0.798,22,"2020-06-29","2020-07-05",0.782321000841807,22,"2020-06-29","2020-07-05",0.871320917452598,12,"2020-06-20","2020-07-19",0.718,22,"2020-06-29","2020-07-05",0.844027795871902,12,"2020-06-20","2020-07-19",0.775,22,"2020-06-29","2020-07-05",0.8,0,NA,NA
"eQVm",0.78000003,5,"2019-11-01","2019-11-21",0.820327945644906,5,"2019-11-01","2019-11-21",0.876365657236617,5,"2019-11-01","2019-11-21",0.742,14,"2019-11-04","2019-11-10",0.7739536519921,14,"2019-11-04","2019-11-10",0.756,14,"2019-11-04","2019-11-10",0.761179428608868,14,"2019-11-04","2019-11-10",0.744584782589706,5,"2019-11-01","2019-11-21",0.662,14,"2019-11-04","2019-11-10",0.811031323207724,5,"2019-11-01","2019-11-21",0.724285714285714,14,"2019-11-04","2019-11-10",0.8,0,NA,NA
"EQxa",0.79999995,16,"2020-01-31","2020-04-26",0.69448192207172,16,"2020-01-31","2020-04-26",0.777819488778091,16,"2020-01-31","2020-04-26",0.646,18,"2020-02-03","2020-02-09",0.689100950426749,18,"2020-02-03","2020-02-09",0.668,18,"2020-02-03","2020-02-09",0.728141921210391,18,"2020-02-03","2020-02-09",0.774282775640728,16,"2020-01-31","2020-04-26",0.586,18,"2020-02-03","2020-02-09",0.7453448315288,16,"2020-01-31","2020-04-26",0.667058823529412,18,"2020-02-03","2020-02-09",0.8,0,NA,NA
"eR5K",0.5,18,"2019-10-04","2019-10-27",0.513561987952579,18,"2019-10-04","2019-10-27",0.481098168200765,18,"2019-10-04","2019-10-27",0.37,9,"2019-10-07","2019-10-13",0.4690558506664,9,"2019-10-07","2019-10-13",0.438,9,"2019-10-07","2019-10-13",0.44267545695803,9,"2019-10-07","2019-10-13",0.516591889384667,18,"2019-10-04","2019-10-27",0.42,9,"2019-10-07","2019-10-13",0.424940973606125,18,"2019-10-04","2019-10-27",0.472222222222222,9,"2019-10-07","2019-10-13",0.4,0,NA,NA
"eRaK",0.39999998,31,"2019-09-08","2019-10-02",0.607708026459032,31,"2019-09-08","2019-10-02",0.579464343991705,31,"2019-09-08","2019-10-02",0.526,7,"2019-09-10","2019-09-15",0.746976661092613,7,"2019-09-10","2019-09-15",0.642,7,"2019-09-10","2019-09-15",0.636538736675183,7,"2019-09-10","2019-09-15",0.407226985211076,31,"2019-09-08","2019-10-02",0.572,7,"2019-09-10","2019-09-15",0.575000112921613,31,"2019-09-08","2019-10-02",0.568571428571429,7,"2019-09-10","2019-09-15",0.3,0,NA,NA
"eRbK",0.87,8,"2019-12-22","2020-01-26",0.871398230533317,8,"2019-12-22","2020-01-26",0.907287496795597,8,"2019-12-22","2020-01-26",0.884,24,"2020-01-06","2020-01-12",0.878058813917372,24,"2020-01-06","2020-01-12",0.858,24,"2020-01-06","2020-01-12",0.828019504945185,24,"2020-01-06","2020-01-12",0.783671447832649,8,"2019-12-22","2020-01-26",0.782,24,"2020-01-06","2020-01-12",0.908653814448534,8,"2019-12-22","2020-01-26",0.785217391304348,24,"2020-01-06","2020-01-12",0.8,0,NA,NA
"ERKZ",0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA,0.5,0,NA,NA
"ERRx",0.37,9,"2020-01-31","2020-04-26",0.343631484562003,9,"2020-01-31","2020-04-26",0.304804500527503,9,"2020-01-31","2020-04-26",0.528,19,"2020-02-03","2020-02-09",0.347127799459175,19,"2020-02-03","2020-02-09",0.422,19,"2020-02-03","2020-02-09",0.520819957655102,19,"2020-02-03","2020-02-09",0.257689749335535,9,"2020-01-31","2020-04-26",0.414,19,"2020-02-03","2020-02-09",0.47657044431114,9,"2020-01-31","2020-04-26",0.503684210526316,19,"2020-02-03","2020-02-09",0.3,0,NA,NA
"ervP",0.4,6,"2020-01-31","2020-04-25",0.392302046269518,6,"2020-01-31","2020-04-25",0.301990138677381,6,"2020-01-31","2020-04-25",0.332,16,"2020-02-03","2020-02-09",0.224123632837081,16,"2020-02-03","2020-02-09",0.332,16,"2020-02-03","2020-02-09",0.394424474500762,16,"2020-02-03","2020-02-09",0.267305851690256,6,"2020-01-31","2020-04-25",0.506,16,"2020-02-03","2020-02-09",0.297617713068259,6,"2020-01-31","2020-04-25",0.46,16,"2020-02-03","2020-02-09",0.3,0,NA,NA
"eRwQ",0.78,15,"2019-10-04","2019-10-26",0.825425546710399,15,"2019-10-04","2019-10-26",0.903625325066986,15,"2019-10-04","2019-10-26",0.828,11,"2019-10-07","2019-10-13",0.866687796408565,11,"2019-10-07","2019-10-13",0.764,11,"2019-10-07","2019-10-13",0.749122492275711,11,"2019-10-07","2019-10-13",0.808773808460653,15,"2019-10-04","2019-10-26",0.66,11,"2019-10-07","2019-10-13",0.900121602338739,15,"2019-10-04","2019-10-26",0.720909090909091,11,"2019-10-07","2019-10-13",0.8,0,NA,NA
"EV4N",0.36,5,"2019-11-01","2019-11-16",0.36,5,"2019-11-01","2019-11-16",0.338957128595687,5,"2019-11-01","2019-11-16",0.67,17,"2019-11-04","2019-11-10",0.633477636554233,17,"2019-11-04","2019-11-10",0.58,17,"2019-11-04","2019-11-10",0.610297901237732,17,"2019-11-04","2019-11-10",0.300838102523702,5,"2019-11-01","2019-11-16",0.7,17,"2019-11-04","2019-11-10",0.609236363971483,5,"2019-11-01","2019-11-16",0.58,17,"2019-11-04","2019-11-10",0.3,0,NA,NA
"EvDa",0.42000005,4,"2019-11-27","2019-12-15",0.42000005,4,"2019-11-27","2019-12-15",0.386397327126996,4,"2019-11-27","2019-12-15",0.65,12,"2019-12-03","2019-12-08",0.59810605014625,12,"2019-12-03","2019-12-08",0.722,12,"2019-12-03","2019-12-08",0.711668522816864,12,"2019-12-03","2019-12-08",0.32699161298288,4,"2019-11-27","2019-12-15",0.586,12,"2019-12-03","2019-12-08",0.535844744983563,4,"2019-11-27","2019-12-15",0.661666666666667,12,"2019-12-03","2019-12-08",0.4,0,NA,NA
"EvjP",0.36,3,"2019-11-27","2019-12-22",0.310238221460578,3,"2019-11-27","2019-12-22",0.280968324603145,3,"2019-11-27","2019-12-22",0.432,11,"2019-12-03","2019-12-08",0.4538000146252,11,"2019-12-03","2019-12-08",0.418,11,"2019-12-03","2019-12-08",0.35461854427696,11,"2019-12-03","2019-12-08",0.272068902985852,3,"2019-11-27","2019-12-22",0.516,11,"2019-12-03","2019-12-08",0.448543095156376,3,"2019-11-27","2019-12-22",0.52,11,"2019-12-03","2019-12-08",0.3,0,NA,NA
"evmg",0.44,5,"2019-11-27","2019-12-22",0.472321291003238,5,"2019-11-27","2019-12-22",0.440765975963144,5,"2019-11-27","2019-12-22",0.586,13,"2019-12-02","2019-12-08",0.600521891618489,13,"2019-12-02","2019-12-08",0.586,13,"2019-12-02","2019-12-08",0.53407700809511,13,"2019-12-02","2019-12-08",0.428036412081643,5,"2019-11-27","2019-12-22",0.566,13,"2019-12-02","2019-12-08",0.48618524140735,5,"2019-11-27","2019-12-22",0.556923076923077,13,"2019-12-02","2019-12-08",0.4,0,NA,NA
"evQQ",0.38,6,"2020-01-31","2020-04-26",0.330917024575279,6,"2020-01-31","2020-04-26",0.224987341388527,6,"2020-01-31","2020-04-26",0.258,17,"2020-02-03","2020-02-09",0.121497889054503,17,"2020-02-03","2020-02-09",0.2,17,"2020-02-03","2020-02-09",0.284660953391094,17,"2020-02-03","2020-02-09",0.247194478214673,6,"2020-01-31","2020-04-26",0.502,17,"2020-02-03","2020-02-09",0.212413035088474,6,"2020-01-31","2020-04-26",0.447058823529412,17,"2020-02-03","2020-02-09",0.3,0,NA,NA
"evVP",0.43,5,"2019-11-01","2019-11-24",0.43241984273549,5,"2019-11-01","2019-11-24",0.401501959049708,5,"2019-11-01","2019-11-24",0.81,13,"2019-11-04","2019-11-10",0.828713059789475,13,"2019-11-04","2019-11-10",0.82,13,"2019-11-04","2019-11-10",0.781319371424013,13,"2019-11-04","2019-11-10",0.428036412081643,5,"2019-11-01","2019-11-24",0.722,13,"2019-11-04","2019-11-10",0.642318113452485,5,"2019-11-01","2019-11-24",0.766153846153846,13,"2019-11-04","2019-11-10",0.4,0,NA,NA
"EVYm",0.41,15,"2020-06-20","2020-07-20",0.397898602563919,15,"2020-06-20","2020-07-20",0.28548821018047,15,"2020-06-20","2020-07-20",0.378,19,"2020-06-30","2020-07-05",0.225831124108937,19,"2020-06-30","2020-07-05",0.402,19,"2020-06-30","2020-07-05",0.414593754646621,19,"2020-06-30","2020-07-05",0.350981909935347,15,"2020-06-20","2020-07-20",0.508,19,"2020-06-30","2020-07-05",0.252245247650331,15,"2020-06-20","2020-07-20",0.485263157894737,19,"2020-06-30","2020-07-05",0.4,0,NA,NA
"evzq",0.51,8,"2020-01-31","2020-04-25",0.517517704399905,8,"2020-01-31","2020-04-25",0.484630865708628,8,"2020-01-31","2020-04-25",0.454,20,"2020-02-03","2020-02-09",0.349564562564736,20,"2020-02-03","2020-02-09",0.454,20,"2020-02-03","2020-02-09",0.477408442799011,20,"2020-02-03","2020-02-09",0.342104795114852,8,"2020-01-31","2020-04-25",0.468,20,"2020-02-03","2020-02-09",0.413755790717986,8,"2020-01-31","2020-04-25",0.499,20,"2020-02-03","2020-02-09",0.4,0,NA,NA
"eW0P",0.73199993,14,"2020-07-21","2020-08-17",0.725676896823088,14,"2020-07-21","2020-08-17",0.799656004855956,14,"2020-07-21","2020-08-17",0.81,26,"2020-07-27","2020-08-02",0.816222570178933,26,"2020-07-27","2020-08-02",0.76,26,"2020-07-27","2020-08-02",0.768414407264592,26,"2020-07-27","2020-08-02",0.831652373959246,14,"2020-07-21","2020-08-17",0.686,26,"2020-07-27","2020-08-02",0.826810546539976,14,"2020-07-21","2020-08-17",0.742307692307692,26,"2020-07-27","2020-08-02",0.8,0,NA,NA
